bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR,Fraud Savings,FP Loss,Overall Savings
76.0,252.0,252.0,0.0,100.0,0.0,19145.0,18877.0,268.0,75.75952161175101,97.81021897810218,22.050697366351173,70.43656716417911,107200.0,566310.0,-459110.0
77.0,252.0,252.0,0.0,100.0,0.0,19397.0,19129.0,268.0,76.77087931934021,97.81021897810218,21.039339658761975,71.3768656716418,107200.0,573870.0,-466670.0
78.0,252.0,252.0,0.0,100.0,0.0,19649.0,19381.0,268.0,77.78223702692941,97.81021897810218,20.027981951172777,72.31716417910448,107200.0,581430.0,-474230.0
79.0,252.0,251.0,1.0,99.60317460317461,0.39682539682539186,19901.0,19632.0,269.0,78.78958141028214,98.17518248175182,19.38560107146968,72.9814126394052,107600.0,588960.0,-481360.0
80.0,252.0,252.0,0.0,100.0,0.0,20153.0,19884.0,269.0,79.80093911787134,98.17518248175182,18.37424336388048,73.9182156133829,107600.0,596520.0,-488920.0
81.0,252.0,252.0,0.0,100.0,0.0,20405.0,20136.0,269.0,80.81229682546054,98.17518248175182,17.362885656291283,74.85501858736059,107600.0,604080.0,-496480.0
82.0,252.0,252.0,0.0,100.0,0.0,20657.0,20388.0,269.0,81.82365453304972,98.17518248175182,16.3515279487021,75.7918215613383,107600.0,611640.0,-504040.0
83.0,252.0,252.0,0.0,100.0,0.0,20909.0,20640.0,269.0,82.83501224063892,98.17518248175182,15.3401702411129,76.72862453531599,107600.0,619200.0,-511600.0
84.0,251.0,251.0,0.0,100.0,0.0,21160.0,20891.0,269.0,83.84235662399165,98.17518248175182,14.33282585776017,77.66171003717471,107600.0,626730.0,-519130.0
85.0,252.0,252.0,0.0,100.0,0.0,21412.0,21143.0,269.0,84.85371433158085,98.17518248175182,13.321468150170972,78.59851301115242,107600.0,634290.0,-526690.0
86.0,252.0,251.0,1.0,99.60317460317461,0.39682539682539186,21664.0,21394.0,270.0,85.86105871493358,98.54014598540147,12.679087270467889,79.23703703703704,108000.0,641820.0,-533820.0
87.0,252.0,252.0,0.0,100.0,0.0,21916.0,21646.0,270.0,86.87241642252278,98.54014598540147,11.66772956287869,80.17037037037036,108000.0,649380.0,-541380.0
88.0,252.0,252.0,0.0,100.0,0.0,22168.0,21898.0,270.0,87.88377413011197,98.54014598540147,10.656371855289493,81.1037037037037,108000.0,656940.0,-548940.0
89.0,252.0,252.0,0.0,100.0,0.0,22420.0,22150.0,270.0,88.89513183770117,98.54014598540147,9.645014147700294,82.03703703703704,108000.0,664500.0,-556500.0
90.0,252.0,252.0,0.0,100.0,0.0,22672.0,22402.0,270.0,89.90648954529037,98.54014598540147,8.633656440111096,82.97037037037038,108000.0,672060.0,-564060.0
91.0,252.0,251.0,1.0,99.60317460317461,0.39682539682539186,22924.0,22653.0,271.0,90.9138339286431,98.9051094890511,7.991275560407999,83.59040590405904,108400.0,679590.0,-571190.0
92.0,252.0,252.0,0.0,100.0,0.0,23176.0,22905.0,271.0,91.92519163623228,98.9051094890511,6.979917852818815,84.52029520295203,108400.0,687150.0,-578750.0
93.0,252.0,252.0,0.0,100.0,0.0,23428.0,23157.0,271.0,92.93654934382148,98.9051094890511,5.968560145229617,85.45018450184502,108400.0,694710.0,-586310.0
94.0,252.0,252.0,0.0,100.0,0.0,23680.0,23409.0,271.0,93.94790705141068,98.9051094890511,4.957202437640419,86.380073800738,108400.0,702270.0,-593870.0
95.0,251.0,251.0,0.0,100.0,0.0,23931.0,23660.0,271.0,94.95525143476341,98.9051094890511,3.949858054287688,87.30627306273063,108400.0,709800.0,-601400.0
96.0,252.0,252.0,0.0,100.0,0.0,24183.0,23912.0,271.0,95.96660914235261,98.9051094890511,2.93850034669849,88.23616236162361,108400.0,717360.0,-608960.0
97.0,252.0,251.0,1.0,99.60317460317461,0.39682539682539186,24435.0,24163.0,272.0,96.97395352570534,99.27007299270073,2.2961194669953926,88.8345588235294,108800.0,724890.0,-616090.0
98.0,252.0,250.0,2.0,99.2063492063492,0.7936507936507979,24687.0,24413.0,274.0,97.9772845848216,100.0,2.0227154151783964,89.0985401459854,109600.0,732390.0,-622790.0
99.0,252.0,252.0,0.0,100.0,0.0,24939.0,24665.0,274.0,98.9886422924108,100.0,1.0113577075891982,90.01824817518248,109600.0,739950.0,-630350.0
100.0,252.0,252.0,0.0,100.0,0.0,25191.0,24917.0,274.0,100.0,100.0,0.0,90.93795620437956,109600.0,747510.0,-637910.0
